Wavelength [nm],Solar spectral irradiance [W/m\sp2\ep/nm]
805.3,1.13892899
805.35,1.14124156
805.4,1.142855
805.45,1.14344024
805.5,1.1437902
805.55,1.14429116
805.6,1.14503378
805.65,1.14503416
805.7,1.14464809
805.75,1.14420899
805.8,1.14421294
805.85,1.14459011
805.9,1.14504442
805.95,1.14562563
806,1.14639703
806.05,1.14749735
806.1,1.14800672
806.15,1.14812917
806.2,1.14800653
806.25,1.14783163
806.3,1.14744942
806.35,1.1471641
806.4,1.14704611
806.45,1.14711226
806.5,1.14711121
806.55,1.14706631
806.6,1.14701705
806.65,1.14697853
806.7,1.14664031
806.75,1.14600068
806.8,1.14523726
806.85,1.14435314
806.9,1.14301177
806.95,1.14135608
807,1.13938793
807.05,1.13713361
807.1,1.13464908
807.15,1.13223014
807.2,1.1303027
807.25,1.12890402
807.3,1.12798994
807.35,1.12688176
807.4,1.12597497
807.45,1.12553882
807.5,1.12568449
807.55,1.12636487
807.6,1.12766381
807.65,1.12982237
807.7,1.13272609
807.75,1.13590279
807.8,1.13807702
807.85,1.13952074
807.9,1.14043059
807.95,1.14109548
808,1.14135974
808.05,1.14139935
808.1,1.14138937
808.15,1.1414934
808.2,1.14185499
808.25,1.14150742
808.3,1.13949635
808.35,1.13560427
808.4,1.13085639
808.45,1.12730992
808.5,1.12415791
808.55,1.12136633
808.6,1.11917957
808.65,1.12000264
808.7,1.12151657
808.75,1.12254229
808.8,1.12197162
808.85,1.12184318
808.9,1.12349083
808.95,1.12602602
809,1.128745
809.05,1.13120642
809.1,1.13318475
809.15,1.13405243
809.2,1.13331613
809.25,1.1301642
809.3,1.12710865
809.35,1.12495252
809.4,1.12397162
809.45,1.12449647
809.5,1.12445736
809.55,1.12383609
809.6,1.12291615
809.65,1.12214215
809.7,1.11985584
809.75,1.11691963
809.8,1.11447646
809.85,1.11351501
809.9,1.11347206
809.95,1.11269275
810,1.11221128
810.05,1.11270806
810.1,1.11509179
810.15,1.11726284
810.2,1.11990408
810.25,1.12346206
810.3,1.12861338
810.35,1.13310597
810.4,1.13649451
810.45,1.13897138
810.5,1.14125024
810.55,1.1424861
810.6,1.14253738
810.65,1.14186082
810.7,1.14118791
810.75,1.1409154
810.8,1.14059546
810.85,1.14018683
810.9,1.13967732
810.95,1.1395432
811,1.13929326
811.05,1.13886957
811.1,1.13828347
811.15,1.13804976
811.2,1.13808519
811.25,1.13798633
811.3,1.13763218
811.35,1.1372912
811.4,1.13721405
811.45,1.13699947
811.5,1.13659229
811.55,1.13619768
811.6,1.1364935
811.65,1.13676102
811.7,1.13679846
811.75,1.13645746
811.8,1.13627151
811.85,1.13623693
811.9,1.13625782
811.95,1.13618494
812,1.13680338
812.05,1.137887
812.1,1.13920628
812.15,1.14050472
812.2,1.14170358
812.25,1.14275137
812.3,1.14354052
812.35,1.1439837
812.4,1.14412534
812.45,1.14393602
812.5,1.14343718
812.55,1.14265548
812.6,1.14173986
812.65,1.14091739
812.7,1.14007377
812.75,1.13922554
812.8,1.13881554
812.85,1.13877941
812.9,1.13885146
812.95,1.13898724
813,1.13937402
813.05,1.14011476
813.1,1.14095878
813.15,1.14182057
813.2,1.14262108
813.25,1.14353732
813.3,1.14431144
813.35,1.14480443
813.4,1.14477749
813.45,1.14456437
813.5,1.14426391
813.55,1.14387932
813.6,1.14339267
813.65,1.14297674
813.7,1.14251558
813.75,1.14189468
813.8,1.1409483
813.85,1.13969298
813.9,1.13849007
813.95,1.13735763
814,1.13630395
814.05,1.13528029
814.1,1.13438366
814.15,1.13362825
814.2,1.13302053
814.25,1.13240355
814.3,1.13215649
814.35,1.13224152
814.4,1.13261047
814.45,1.13312748
814.5,1.13359085
814.55,1.13405744
814.6,1.13456893
814.65,1.13513191
814.7,1.13554594
814.75,1.13556481
814.8,1.13503141
814.85,1.13377076
814.9,1.13231739
814.95,1.13076867
815,1.1291785
815.05,1.12758831
815.1,1.12657265
815.15,1.12613535
815.2,1.12623474
815.25,1.12623078
815.3,1.12628498
815.35,1.12665931
815.4,1.12748017
815.45,1.12886304
815.5,1.13009445
815.55,1.13122697
815.6,1.13226621
815.65,1.13314542
815.7,1.13332373
815.75,1.13299199
815.8,1.13232817
815.85,1.13191797
815.9,1.13192335
815.95,1.13185358
816,1.13144636
816.05,1.13025727
816.1,1.12886888
816.15,1.12743825
816.2,1.12603004
816.25,1.12470503
816.3,1.12376651
816.35,1.12341927
816.4,1.12368711
816.45,1.12416623
816.5,1.12423424
816.55,1.12441715
816.6,1.12483694
816.65,1.12526323
816.7,1.12515203
816.75,1.1249153
816.8,1.12469893
816.85,1.12454394
816.9,1.12378503
816.95,1.12282294
817,1.12189261
817.05,1.12153378
817.1,1.12108436
817.15,1.12084148
817.2,1.12094736
817.25,1.12163785
817.3,1.12240221
817.35,1.12324803
817.4,1.12419762
817.45,1.12538637
817.5,1.12612172
817.55,1.12638705
817.6,1.12619752
817.65,1.12583318
817.7,1.1248136
817.75,1.12338998
817.8,1.12173186
817.85,1.12047461
817.9,1.11914275
817.95,1.1178666
818,1.1167283
818.05,1.11591643
818.1,1.11266317
818.15,1.10706031
818.2,1.0992768
818.25,1.09238741
818.3,1.08635138
818.35,1.08088533
818.4,1.07594817
818.45,1.07438116
818.5,1.07435732
818.55,1.07414684
818.6,1.07246128
818.65,1.07236646
818.7,1.07488992
818.75,1.07913839
818.8,1.08434359
818.85,1.09112677
818.9,1.09902118
818.95,1.10668355
819,1.11263635
819.05,1.11537062
819.1,1.11766715
819.15,1.11965022
819.2,1.12139019
819.25,1.12057159
819.3,1.11672539
819.35,1.11037855
819.4,1.10220515
819.45,1.09362026
819.5,1.08466735
819.55,1.07612473
819.6,1.06966503
819.65,1.06728922
819.7,1.06514307
819.75,1.06273835
819.8,1.06004114
819.85,1.06151693
819.9,1.06491273
819.95,1.06938583
820,1.0735494
820.05,1.07970451
820.1,1.08622444
820.15,1.09200244
820.2,1.09331202
820.25,1.09344976
820.3,1.09382947
820.35,1.094779
820.4,1.09520517
820.45,1.09601583
820.5,1.0976046
820.55,1.09999191
820.6,1.10068238
820.65,1.1000409
820.7,1.0990519
820.75,1.09832435
820.8,1.09677977
820.85,1.09498873
820.9,1.09349091
820.95,1.09278745
821,1.09265083
821.05,1.09152543
821.1,1.08955687
821.15,1.08693388
821.2,1.08384814
821.25,1.0808809
821.3,1.07817059
821.35,1.07596139
821.4,1.07461847
821.45,1.07403859
821.5,1.0740372
821.55,1.07407764
821.6,1.07435324
821.65,1.07634162
821.7,1.08023398
821.75,1.08557597
821.8,1.08879572
821.85,1.08996754
821.9,1.08912667
821.95,1.08755261
822,1.08455852
822.05,1.08047595
822.1,1.07559982
822.15,1.0729022
822.2,1.07226708
822.25,1.07254019
822.3,1.07269222
822.35,1.07454114
822.4,1.078907
822.45,1.08523586
822.5,1.0930219
822.55,1.1009635
822.6,1.10907957
822.65,1.11692095
822.7,1.12337531
822.75,1.12667827
822.8,1.1280308
822.85,1.12762909
822.9,1.12498357
822.95,1.12055224
823,1.11482831
823.05,1.1079169
823.1,1.10001063
823.15,1.09312296
823.2,1.087399
823.25,1.08302217
823.3,1.08023117
823.35,1.07863185
823.4,1.07851244
823.45,1.08034611
823.5,1.08230838
823.55,1.08522698
823.6,1.08919828
823.65,1.09449553
823.7,1.09897269
823.75,1.1019805
823.8,1.10365489
823.85,1.10460318
823.9,1.10389179
823.95,1.10191927
824,1.09898252
824.05,1.09684269
824.1,1.09562795
824.15,1.09442322
824.2,1.09275345
824.25,1.0922581
824.3,1.09301766
824.35,1.09455588
824.4,1.09649386
824.45,1.0987819
824.5,1.10137921
824.55,1.10363184
824.6,1.10417087
824.65,1.10163865
824.7,1.09849026
824.75,1.09520969
824.8,1.09219163
824.85,1.0890783
824.9,1.08644866
824.95,1.08461675
825,1.08453063
825.05,1.08444986
825.1,1.08454321
825.15,1.08494241
825.2,1.08725806
825.25,1.09021263
825.3,1.09350775
825.35,1.0967258
825.4,1.09970275
825.45,1.10159603
825.5,1.10222867
825.55,1.10121979
825.6,1.09967565
825.65,1.09799343
825.7,1.09633975
825.75,1.09531595
825.8,1.09520304
825.85,1.09546312
825.9,1.09575654
825.95,1.09651137
826,1.09790699
826.05,1.09973942
826.1,1.10178918
826.15,1.10300842
826.2,1.10387014
826.25,1.10443034
826.3,1.10464624
826.35,1.10419781
826.4,1.10335735
826.45,1.1022494
826.5,1.10137245
826.55,1.1008459
826.6,1.100343
826.65,1.0995945
826.7,1.09928794
826.75,1.09934944
826.8,1.09971639
826.85,1.10029262
826.9,1.10098418
826.95,1.10185294
827,1.10279878
827.05,1.10322617
827.1,1.10297941
827.15,1.10243571
827.2,1.10172138
827.25,1.10075635
827.3,1.09985561
827.35,1.09893234
827.4,1.09787928
827.45,1.09630522
827.5,1.09467437
827.55,1.09314402
827.6,1.0921126
827.65,1.09107543
827.7,1.09015796
827.75,1.0894734
827.8,1.08969656
827.85,1.08994803
827.9,1.09025275
827.95,1.09063728
828,1.09149164
828.05,1.09252964
828.1,1.09356938
828.15,1.09422747
828.2,1.09489633
828.25,1.09539302
828.3,1.09561626
828.35,1.09521594
828.4,1.09476133
828.45,1.09433067
828.5,1.09397651
828.55,1.09332677
828.6,1.09242234
828.65,1.09144916
828.7,1.09075259
828.75,1.09016821
828.8,1.08961747
828.85,1.08912611
828.9,1.08893566
828.95,1.08931041
829,1.08967967
829.05,1.08974876
829.1,1.08989854
829.15,1.08956048
829.2,1.08851196
829.25,1.08629234
829.3,1.08399525
829.35,1.08196633
829.4,1.08019855
829.45,1.07830165
829.5,1.07691836
829.55,1.07626296
829.6,1.07650072
829.65,1.07618831
829.7,1.07621245
829.75,1.07672633
829.8,1.07813782
829.85,1.07978274
829.9,1.08163117
829.95,1.0837302
830,1.08635214
830.05,1.08851267
830.1,1.09001722
830.15,1.09064382
830.2,1.09095409
830.25,1.09115227
830.3,1.09123806
830.35,1.09117508
830.4,1.09037262
830.45,1.08893999
830.5,1.08679853
830.55,1.08311149
830.6,1.07931659
830.65,1.07574542
830.7,1.07274791
830.75,1.0704193
830.8,1.06803888
830.85,1.06573475
830.9,1.06411639
830.95,1.06257432
831,1.06156281
831.05,1.06133274
831.1,1.06290566
831.15,1.06566002
831.2,1.0692531
831.25,1.07343779
831.3,1.0773386
831.35,1.08070811
831.4,1.08355888
831.45,1.0860568
831.5,1.08826117
831.55,1.09002962
831.6,1.09120647
831.65,1.09305917
831.7,1.09397924
831.75,1.0939262
831.8,1.09265997
831.85,1.09130569
831.9,1.0902842
831.95,1.08966005
832,1.08829108
832.05,1.08753075
832.1,1.08740901
832.15,1.08810898
832.2,1.0890992
832.25,1.09021766
832.3,1.09147333
832.35,1.09298771
832.4,1.093238
832.45,1.09146922
832.5,1.08682061
832.55,1.07791537
832.6,1.0692798
832.65,1.06101491
832.7,1.05322153
832.75,1.04584083
832.8,1.0400131
832.85,1.03626783
832.9,1.03598859
832.95,1.03362923
833,1.03076485
833.05,1.02935735
833.1,1.03188335
833.15,1.035441
833.2,1.03951594
833.25,1.043789
833.3,1.04874357
833.35,1.05262718
833.4,1.05391741
833.45,1.05107315
833.5,1.0486541
833.55,1.04700457
833.6,1.04655249
833.65,1.04709835
833.7,1.04814492
833.75,1.04954919
833.8,1.04984132
833.85,1.05024603
833.9,1.05077839
833.95,1.05149725
834,1.05220658
834.05,1.05281391
834.1,1.05332108
834.15,1.05447591
834.2,1.05462219
834.25,1.05421883
834.3,1.05372983
834.35,1.05359438
834.4,1.05346497
834.45,1.05318079
834.5,1.05175873
834.55,1.05055215
834.6,1.04945171
834.65,1.04836235
834.7,1.04720788
834.75,1.0467018
834.8,1.04703511
834.85,1.04871596
834.9,1.04992812
834.95,1.05131734
835,1.05347014
835.05,1.05708988
835.1,1.06102981
835.15,1.06518502
835.2,1.0694771
835.25,1.07417903
835.3,1.07827355
835.35,1.08103226
835.4,1.08207584
835.45,1.0829629
835.5,1.08377734
835.55,1.08456141
835.6,1.0846235
835.65,1.08404346
835.7,1.08278773
835.75,1.08173756
835.8,1.08089716
835.85,1.08018998
835.9,1.07941163
835.95,1.07862762
836,1.07796847
836.05,1.0775156
836.1,1.07664634
836.15,1.07575008
836.2,1.07487766
836.25,1.0741499
836.3,1.07348579
836.35,1.07239779
836.4,1.07065008
836.45,1.06765817
836.5,1.06513499
836.55,1.06301977
836.6,1.06128648
836.65,1.05987146
836.7,1.05918993
836.75,1.05948928
836.8,1.0613439
836.85,1.06245633
836.9,1.06325917
836.95,1.06480274
837,1.06704078
837.05,1.06938299
837.1,1.07162104
837.15,1.07320805
837.2,1.07454767
837.25,1.07541382
837.3,1.07504575
837.35,1.07412058
837.4,1.07299705
837.45,1.07180623
837.5,1.0705516
837.55,1.06919916
837.6,1.06770911
837.65,1.0659106
837.7,1.06405001
837.75,1.06224701
837.8,1.06056656
837.85,1.05907135
837.9,1.05768108
837.95,1.05637299
838,1.05509527
838.05,1.05394507
838.1,1.05300192
838.15,1.0523825
838.2,1.05227988
838.25,1.05239386
838.3,1.05270266
838.35,1.05324743
838.4,1.05469369
838.45,1.05628912
838.5,1.05745658
838.55,1.0545308
838.6,1.04933338
838.65,1.04257176
838.7,1.03764777
838.75,1.03319978
838.8,1.02932893
838.85,1.02632874
838.9,1.02648034
838.95,1.02774941
839,1.0295082
839.05,1.02726811
839.1,1.02790724
839.15,1.03101958
839.2,1.03694953
839.25,1.04385005
839.3,1.05112381
839.35,1.05866451
839.4,1.06753698
839.45,1.07320984
839.5,1.07608
839.55,1.07558353
839.6,1.07427669
839.65,1.07251161
839.7,1.07032942
839.75,1.0685828
839.8,1.06692028
839.85,1.06544715
839.9,1.06465809
839.95,1.06337345
840,1.06213268
840.05,1.06131507
840.1,1.06069301
840.15,1.0605338
840.2,1.06082609
840.25,1.06147789
840.3,1.06257877
840.35,1.063768
840.4,1.06464093
840.45,1.06531923
840.5,1.06598135
840.55,1.06666426
840.6,1.06740881
840.65,1.06835282
840.7,1.06949268
840.75,1.07089349
840.8,1.07175218
840.85,1.07221531
840.9,1.07225418
840.95,1.07189408
841,1.07108641
841.05,1.06983062
841.1,1.06794294
841.15,1.0661452
841.2,1.06426941
841.25,1.06215343
841.3,1.06015299
841.35,1.05857628
841.4,1.0574845
841.45,1.05701632
841.5,1.05591406
841.55,1.0543796
841.6,1.05260595
841.65,1.05002506
841.7,1.04778628
841.75,1.04632649
841.8,1.04522323
841.85,1.0443909
841.9,1.04381411
841.95,1.04353451
842,1.04365905
842.05,1.04337771
842.1,1.04193214
842.15,1.04069201
842.2,1.04003286
842.25,1.03995696
842.3,1.03954577
842.35,1.03942221
842.4,1.03943848
842.45,1.03937684
842.5,1.03797402
842.55,1.03575607
842.6,1.03275523
842.65,1.03068578
842.7,1.02898643
842.75,1.02778845
842.8,1.02819762
842.85,1.02960057
842.9,1.03148535
842.95,1.03351396
843,1.03550578
843.05,1.03762344
843.1,1.03989507
843.15,1.04148854
843.2,1.04261544
843.25,1.04310001
843.3,1.04207544
843.35,1.03817347
843.4,1.0326464
843.45,1.0258143
843.5,1.02027275
843.55,1.01601493
843.6,1.01307855
843.65,1.01149077
843.7,1.01044863
843.75,1.00946538
843.8,1.00760278
843.85,1.00674027
843.9,1.00711374
843.95,1.00918303
844,1.01271232
844.05,1.01732058
844.1,1.022978
844.15,1.03023628
844.2,1.03554986
844.25,1.03958252
844.3,1.04273138
844.35,1.04599442
844.4,1.04843525
844.45,1.04949371
844.5,1.04850424
844.55,1.04833034
844.6,1.04875631
844.65,1.04767437
844.7,1.04575795
844.75,1.04385961
844.8,1.04313042
844.85,1.04367403
844.9,1.04398904
844.95,1.04354206
845,1.04534897
845.05,1.0479788
845.1,1.05126499
845.15,1.054511
845.2,1.0580986
845.25,1.0619322
845.3,1.06600848
845.35,1.06801974
845.4,1.06902118
845.45,1.06918785
845.5,1.06890409
845.55,1.06828524
845.6,1.06734047
845.65,1.06604137
845.7,1.06438532
845.75,1.06242885
845.8,1.06009544
845.85,1.05786586
845.9,1.05597533
845.95,1.05460076
846,1.05396054
846.05,1.05353936
846.1,1.05331851
846.15,1.05333508
846.2,1.05314458
846.25,1.05298518
846.3,1.05326208
846.35,1.05357839
846.4,1.05372381
846.45,1.05354792
846.5,1.05296429
846.55,1.05214002
846.6,1.0508815
846.65,1.04618177
846.7,1.0399477
846.75,1.03326146
846.8,1.02821886
846.85,1.02362657
846.9,1.01925969
846.95,1.01505435
847,1.01294892
847.05,1.01222942
847.1,1.01280935
847.15,1.0107624
847.2,1.010439
847.25,1.0117385
847.3,1.0155258
847.35,1.02000263
847.4,1.0246097
847.45,1.02886216
847.5,1.03423784
847.55,1.03861865
847.6,1.04133015
847.65,1.04178673
847.7,1.04208329
847.75,1.04231723
847.8,1.04286148
847.85,1.04263944
847.9,1.04173315
847.95,1.03980049
848,1.03712136
848.05,1.03408196
848.1,1.03075193
848.15,1.02771693
848.2,1.02490011
848.25,1.02231633
848.3,1.02032025
848.35,1.01882237
848.4,1.01773768
848.45,1.01707857
848.5,1.01638399
848.55,1.01585886
848.6,1.01580491
848.65,1.01603469
848.7,1.01640014
848.75,1.01688804
848.8,1.01731513
848.85,1.01756039
848.9,1.01765949
848.95,1.01798111
849,1.01898609
849.05,1.02029591
849.1,1.02108641
849.15,1.02184046
849.2,1.02252258
849.25,1.02306679
849.3,1.02335681
849.35,1.0233631
849.4,1.0230347
849.45,1.02096839
849.5,1.01635931
849.55,1.00876544
849.6,0.99353125
849.65,0.9729916
849.7,0.94959187
849.75,0.92668913
849.8,0.90561059
849.85,0.88580415
849.9,0.86747678
849.95,0.8566492
850,0.84994553
850.05,0.8475245
850.1,0.84725245
850.15,0.85238055
850.2,0.86271844
850.25,0.88049696
850.3,0.90061446
850.35,0.92249709
850.4,0.94617747
850.45,0.96850894
850.5,0.9876302
850.55,1.00025494
850.6,1.00731405
850.65,1.01240296
850.7,1.01602228
850.75,1.0188852
850.8,1.02170007
850.85,1.02446824
850.9,1.0267437
850.95,1.02821632
851,1.02907826
851.05,1.02939987
851.1,1.02938011
851.15,1.02856154
851.2,1.02603027
851.25,1.01915344
851.3,1.0107444
851.35,1.00139179
851.4,0.99252238
851.45,0.98400325
851.5,0.97585789
851.55,0.96966395
851.6,0.96613292
851.65,0.96456909
851.7,0.96329035
851.75,0.96331357
851.8,0.96485116
851.85,0.96958561
851.9,0.97591389
851.95,0.98293916
852,0.99049028
852.05,0.99939085
852.1,1.00740023
852.15,1.01392481
852.2,1.01649869
852.25,1.01795591
852.3,1.01850517
852.35,1.01859767
852.4,1.01789279
852.45,1.01628153
852.5,1.01270254
852.55,1.00726148
852.6,1.00051796
852.65,0.99217711
852.7,0.98427417
852.75,0.97684559
852.8,0.97012529
852.85,0.96504463
852.9,0.96037932
852.95,0.95595808
853,0.9518586
853.05,0.94873345
853.1,0.94655201
853.15,0.94515979
853.2,0.94379662
853.25,0.94245092
853.3,0.94110347
853.35,0.93847993
853.4,0.93454926
853.45,0.92821116
853.5,0.92970715
853.55,0.93297966
853.6,0.93533184
853.65,0.93596778
853.7,0.93548857
853.75,0.93379257
853.8,0.92903891
853.85,0.92137542
853.9,0.91063473
853.95,0.89281962
854,0.8695977
854.05,0.84177678
854.1,0.80894193
854.15,0.77659949
854.2,0.74541386
854.25,0.71784083
854.3,0.69656341
854.35,0.6800259
854.4,0.66998881
854.45,0.66660188
854.5,0.66884623
854.55,0.67850656
854.6,0.69966226
854.65,0.72597133
854.7,0.75721363
854.75,0.79279204
854.8,0.82889226
854.85,0.86503443
854.9,0.89556713
854.95,0.92044031
855,0.94048765
855.05,0.95406781
855.1,0.96415927
855.15,0.97186112
855.2,0.97691139
855.25,0.98127872
855.3,0.9856415
855.35,0.99060964
855.4,0.99436122
855.45,0.99724192
855.5,0.99904913
855.55,0.99915867
855.6,0.99896915
855.65,0.99863911
855.7,0.99829537
855.75,0.99780456
855.8,0.99716799
855.85,0.99654873
855.9,0.99650637
855.95,0.99682943
856,0.99668158
856.05,0.99743974
856.1,0.99887436
856.15,1.00106902
856.2,1.00288139
856.25,1.00443124
856.3,1.00562059
856.35,1.00693667
856.4,1.00781495
856.45,1.00768695
856.5,1.00700048
856.55,1.00619524
856.6,1.00536976
856.65,1.00462324
856.7,1.00369858
856.75,1.00253843
856.8,1.00112317
856.85,0.99962074
856.9,0.99803139
856.95,0.99632271
857,0.99447608
857.05,0.99268942
857.1,0.99234157
857.15,0.99285153
857.2,0.99386196
857.25,0.99496661
857.3,0.99605508
857.35,0.9971553
857.4,0.99832175
857.45,0.9990697
857.5,0.99981537
857.55,1.00089505
857.6,1.00207399
857.65,1.00335514
857.7,1.0047924
857.75,1.00637354
857.8,1.00812361
857.85,1.01009767
857.9,1.01137668
857.95,1.01170894
858,1.01100074
858.05,1.00767959
858.1,1.00465402
858.15,1.00194277
858.2,0.9990454
858.25,0.99620744
858.3,0.99349781
858.35,0.99152305
858.4,0.99059003
858.45,0.99010623
858.5,0.98845988
858.55,0.98766381
858.6,0.98746419
858.65,0.98804981
858.7,0.98958678
858.75,0.99153899
858.8,0.99363451
858.85,0.9968647
858.9,1.00007073
858.95,1.00247363
859,1.00366892
859.05,1.00447406
859.1,1.00503643
859.15,1.0058383
859.2,1.00669571
859.25,1.00757798
859.3,1.00850562
859.35,1.00955174
859.4,1.01074362
859.45,1.01065058
859.5,1.01028106
859.55,1.00967005
859.6,1.00795558
859.65,1.00635203
859.7,1.0048234
859.75,1.00298826
859.8,1.00155956
859.85,1.00041126
859.9,0.9991378
859.95,0.99828139
860,0.99774352
860.05,0.99759209
860.1,0.99798997
860.15,0.99856183
860.2,0.99863714
860.25,0.99983979
860.3,1.001575
860.35,1.00348548
860.4,1.00458135
860.45,1.00530641
860.5,1.00579069
860.55,1.00612963
860.6,1.00615138
860.65,1.00552865
860.7,1.0055592
860.75,1.00596444
860.8,1.00681863
860.85,1.00758633
860.9,1.0080775
860.95,1.00810212
861,1.00546222
861.05,1.00304645
861.1,1.00151191
861.15,1.00040844
861.2,0.99919626
861.25,0.99779803
861.3,0.99763878
861.35,0.9983994
861.4,1.00010063
861.45,0.99726457
861.5,0.99582041
861.55,0.99590378
861.6,0.99809587
861.65,1.0000762
861.7,1.00193944
861.75,1.00532218
861.8,1.01043627
861.85,1.01650361
861.9,1.01788944
861.95,1.01812053
862,1.01772836
862.05,1.0186552
862.1,1.0193272
862.15,1.01987611
862.2,1.02062841
862.25,1.02258415
862.3,1.02525629
862.35,1.02813561
862.4,1.02959155
862.45,1.03048685
862.5,1.03187958
862.55,1.03305651
862.6,1.03418834
862.65,1.03548818
862.7,1.03690917
862.75,1.03853318
862.8,1.04065094
862.85,1.04162384
862.9,1.04177951
862.95,1.04075409
863,1.03912454
863.05,1.03704037
863.1,1.03427771
863.15,1.03154468
863.2,1.02869099
863.25,1.02553624
863.3,1.02269263
863.35,1.02014844
863.4,1.0180752
863.45,1.01718117
863.5,1.01647763
863.55,1.01564139
863.6,1.01589482
863.65,1.01640714
863.7,1.01701071
863.75,1.01799798
863.8,1.01921558
863.85,1.02073164
863.9,1.0226285
863.95,1.02419677
864,1.0251442
864.05,1.02550232
864.1,1.0255462
864.15,1.02521693
864.2,1.02467473
864.25,1.02397973
864.3,1.02309102
864.35,1.02160377
864.4,1.02008717
864.45,1.01860193
864.5,1.01688389
864.55,1.01490625
864.6,1.01262399
864.65,1.00880649
864.7,1.00463311
864.75,1.0001315
864.8,0.99592108
864.85,0.99189147
864.9,0.98805229
864.95,0.98450707
865,0.98150709
865.05,0.97913277
865.1,0.97622434
865.15,0.97391994
865.2,0.97235073
865.25,0.9756383
865.3,0.97929023
865.35,0.98311766
865.4,0.98702526
865.45,0.99108313
865.5,0.99530202
865.55,0.99764008
865.6,0.99900749
865.65,0.99936496
865.7,0.99780579
865.75,0.99503674
865.8,0.99099934
865.85,0.98325583
865.9,0.97213039
865.95,0.95742311
866,0.93205193
866.05,0.90254475
866.1,0.86879265
866.15,0.83431956
866.2,0.80128314
866.25,0.76981906
866.3,0.74569289
866.35,0.72752789
866.4,0.7156586
866.45,0.71484016
866.5,0.71858617
866.55,0.72703269
866.6,0.74866025
866.65,0.77510772
866.7,0.80648534
866.75,0.84334625
866.8,0.88117318
866.85,0.9199254
866.9,0.95519538
866.95,0.98501834
867,1.00861729
867.05,1.0197033
867.1,1.02804625
867.15,1.03378115
867.2,1.03586858
867.25,1.03570849
867.3,1.03308841
867.35,1.02850353
867.4,1.02424835
867.45,1.02057241
867.5,1.01636199
867.55,1.01269274
867.6,1.00975568
867.65,1.00922635
867.7,1.00862214
867.75,1.00762542
867.8,1.00551997
867.85,1.00411088
867.9,1.00389095
867.95,1.00520864
868,1.00668615
868.05,1.00814713
868.1,1.01047602
868.15,1.01283591
868.2,1.01505329
868.25,1.01532687
868.3,1.01498663
868.35,1.01402639
868.4,1.01439532
868.45,1.01513327
868.5,1.01614257
868.55,1.01673155
868.6,1.01623733
868.65,1.01379587
868.7,1.00537228
868.75,0.99556678
868.8,0.98561519
868.85,0.97625025
868.9,0.96729614
868.95,0.95895841
869,0.95346027
869.05,0.95044135
869.1,0.95173812
869.15,0.95121615
869.2,0.95169218
869.25,0.95664331
869.3,0.96393578
869.35,0.97232104
869.4,0.98156179
869.45,0.98642182
869.5,0.98957823
869.55,0.99273463
869.6,0.99589104
869.65,0.99904745
869.7,1.0233781
869.75,1.03898762
869.8,1.03568
869.85,1.03307296
869.9,1.03062539
869.95,1.02829989
870,1.02617323
870.05,1.02471674
870.1,1.02377841
870.15,1.02380691
870.2,1.02279639
870.25,1.02121469
870.3,1.02171693
870.35,1.02263392
870.4,1.02389388
870.45,1.0255638
870.5,1.02764962
870.55,1.03011951
870.6,1.03259681
870.65,1.03384305
870.7,1.03385821
870.75,1.03298405
870.8,1.03144717
870.85,1.02915362
870.9,1.02574443
870.95,1.02254842
871,1.01971436
871.05,1.01583485
871.1,1.01100017
871.15,1.00486913
871.2,1.00047673
871.25,0.99673362
871.3,0.99372332
871.35,0.99069282
871.4,0.98850233
871.45,0.98810502
871.5,0.99062982
871.55,0.99326187
871.6,0.99429119
871.65,0.99729831
871.7,1.00110201
871.75,1.00545038
871.8,1.0087418
871.85,1.01167396
871.9,1.01481325
871.95,1.01931291
872,1.02397122
872.05,1.02610162
872.1,1.02825337
872.15,1.03048681
872.2,1.03323113
872.25,1.03608756
872.3,1.03902727
872.35,1.04206523
872.4,1.04423624
872.45,1.04567404
872.5,1.04586267
872.55,1.04519769
872.6,1.04374477
872.65,1.04040729
872.7,1.03692681
872.75,1.03327845
872.8,1.03007543
872.85,1.02699051
872.9,1.02402944
872.95,1.02171096
873,1.02010289
873.05,1.01953741
873.1,1.01884232
873.15,1.01834732
873.2,1.01832235
873.25,1.01885792
873.3,1.01907024
873.35,1.01809101
873.4,1.01482033
873.45,1.01106741
873.5,1.00817029
873.55,1.00464254
873.6,1.00068268
873.65,0.99598553
873.7,0.99178949
873.75,0.98822445
873.8,0.98721979
873.85,0.98515316
873.9,0.98249682
873.95,0.981693
874,0.98128305
874.05,0.98118636
874.1,0.97999911
874.15,0.97945011
874.2,0.97959255
874.25,0.98165359
874.3,0.98274974
874.35,0.98240303
874.4,0.98084929
874.45,0.97952628
874.5,0.97885189
874.55,0.97687027
874.6,0.9750929
874.65,0.97437312
874.7,0.97404134
874.75,0.97385193
874.8,0.97376679
874.85,0.97329262
874.9,0.97263793
874.95,0.97185006
875,0.96853012
875.05,0.96404223
875.1,0.9605549
875.15,0.95764646
875.2,0.95518365
875.25,0.95365631
875.3,0.95284431
875.35,0.95264168
875.4,0.95424716
875.45,0.95491775
875.5,0.95449086
875.55,0.95305067
875.6,0.95237943
875.65,0.95295867
875.7,0.95418093
875.75,0.955715
875.8,0.95765116
875.85,0.9603646
